,repository,number,url,date,state,package,from,to,vulnerabilities,severities,maximal_severity
1235,Tiledesk/tiledesk-server,13,https://github.com/Tiledesk/tiledesk-server/pull/13,2020-02-14T17:01:56Z,CLOSED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
1236,Tiledesk/tiledesk-server,14,https://github.com/Tiledesk/tiledesk-server/pull/14,2020-02-14T17:01:57Z,CLOSED,underscore.string,3.3.4,3.3.5,['GHSA-v2p6-4mp7-3r9v'],['MODERATE'],MODERATE
1237,UKHomeOffice/hocs-frontend,372,https://github.com/UKHomeOffice/hocs-frontend/pull/372,2019-12-06T09:55:52Z,MERGED,serialize-javascript,1.5.0,2.1.1,['GHSA-h9rv-jmmf-4pgx'],['MODERATE'],MODERATE
1238,DemonCloud/cubec,1,https://github.com/DemonCloud/cubec/pull/1,2020-03-16T15:02:09Z,CLOSED,minimist,1.2.0,1.2.5,['GHSA-vh95-rmgr-6w4m'],['LOW'],LOW
1239,software-mansion/react-native-reanimated,441,https://github.com/software-mansion/react-native-reanimated/pull/441,2019-10-30T11:47:20Z,MERGED,js-yaml,3.12.0,3.13.1,"['GHSA-2pr6-76vf-7546', 'GHSA-8j8c-7jfh-h6hx']","['MODERATE', 'HIGH']",HIGH
1240,software-mansion/react-native-reanimated,442,https://github.com/software-mansion/react-native-reanimated/pull/442,2019-10-30T11:47:21Z,MERGED,extend,3.0.1,3.0.2,['GHSA-qrmc-fj45-qfc2'],['MODERATE'],MODERATE
1241,software-mansion/react-native-reanimated,443,https://github.com/software-mansion/react-native-reanimated/pull/443,2019-10-30T11:47:22Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
1242,software-mansion/react-native-reanimated,444,https://github.com/software-mansion/react-native-reanimated/pull/444,2019-10-30T11:47:24Z,MERGED,morgan,1.9.0,1.9.1,['GHSA-gwg9-rgvj-4h5j'],['MODERATE'],MODERATE
1243,software-mansion/react-native-reanimated,464,https://github.com/software-mansion/react-native-reanimated/pull/464,2019-11-12T11:58:51Z,MERGED,js-yaml,3.12.1,3.13.1,"['GHSA-2pr6-76vf-7546', 'GHSA-8j8c-7jfh-h6hx']","['MODERATE', 'HIGH']",HIGH
1244,software-mansion/react-native-reanimated,465,https://github.com/software-mansion/react-native-reanimated/pull/465,2019-11-12T11:58:51Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
1245,software-mansion/react-native-reanimated,466,https://github.com/software-mansion/react-native-reanimated/pull/466,2019-11-12T11:58:52Z,MERGED,lodash.mergewith,4.6.1,4.6.2,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
1246,software-mansion/react-native-reanimated,527,https://github.com/software-mansion/react-native-reanimated/pull/527,2019-12-27T14:50:37Z,MERGED,handlebars,4.2.0,4.5.3,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
1247,software-mansion/react-native-reanimated,652,https://github.com/software-mansion/react-native-reanimated/pull/652,2020-03-13T22:49:57Z,MERGED,acorn,5.7.1,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
1248,software-mansion/react-native-reanimated,653,https://github.com/software-mansion/react-native-reanimated/pull/653,2020-03-14T00:43:51Z,MERGED,acorn,5.7.1,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
1249,software-mansion/react-native-reanimated,656,https://github.com/software-mansion/react-native-reanimated/pull/656,2020-03-15T20:18:40Z,MERGED,acorn,6.1.0,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
1250,software-mansion/react-native-reanimated,663,https://github.com/software-mansion/react-native-reanimated/pull/663,2020-03-19T13:50:55Z,MERGED,lodash,4.17.10,4.17.15,"['GHSA-x5rq-j2xg-h7qm', 'GHSA-jf85-cpcp-j695', 'GHSA-4xc9-xhrj-v574']","['MODERATE', 'HIGH', 'HIGH']",HIGH
1251,software-mansion/react-native-reanimated,667,https://github.com/software-mansion/react-native-reanimated/pull/667,2020-03-20T11:44:00Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
1252,software-mansion/react-native-reanimated,669,https://github.com/software-mansion/react-native-reanimated/pull/669,2020-03-20T12:15:49Z,MERGED,morgan,1.9.0,1.9.1,['GHSA-gwg9-rgvj-4h5j'],['MODERATE'],MODERATE
1253,software-mansion/react-native-reanimated,671,https://github.com/software-mansion/react-native-reanimated/pull/671,2020-03-20T14:38:32Z,MERGED,extend,3.0.1,3.0.2,['GHSA-qrmc-fj45-qfc2'],['MODERATE'],MODERATE
1254,software-mansion/react-native-reanimated,803,https://github.com/software-mansion/react-native-reanimated/pull/803,2020-05-25T12:48:53Z,MERGED,lodash,4.17.10,4.17.15,"['GHSA-x5rq-j2xg-h7qm', 'GHSA-jf85-cpcp-j695', 'GHSA-4xc9-xhrj-v574']","['MODERATE', 'HIGH', 'HIGH']",HIGH
1255,software-mansion/react-native-reanimated,816,https://github.com/software-mansion/react-native-reanimated/pull/816,2020-05-28T15:47:17Z,MERGED,acorn,5.7.1,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
1256,FrontEndFoxes/curriculum,83,https://github.com/FrontEndFoxes/curriculum/pull/83,2019-09-21T15:08:03Z,MERGED,lodash,4.17.11,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
1257,FrontEndFoxes/curriculum,84,https://github.com/FrontEndFoxes/curriculum/pull/84,2019-09-21T15:08:20Z,MERGED,lodash.template,4.4.0,4.5.0,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
1258,FrontEndFoxes/curriculum,101,https://github.com/FrontEndFoxes/curriculum/pull/101,2019-10-11T11:04:55Z,MERGED,lodash,4.17.11,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
1259,FrontEndFoxes/curriculum,117,https://github.com/FrontEndFoxes/curriculum/pull/117,2020-03-15T08:42:06Z,MERGED,acorn,6.1.1,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
1260,Back2bikes/attendance,117,https://github.com/Back2bikes/attendance/pull/117,2019-11-02T14:34:30Z,MERGED,csv-parse,4.4.3,4.4.6,['GHSA-582f-p4pg-xc74'],['HIGH'],HIGH
1261,Back2bikes/attendance,118,https://github.com/Back2bikes/attendance/pull/118,2019-11-04T22:52:44Z,MERGED,lodash,4.17.11,4.17.13,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
1262,Back2bikes/attendance,119,https://github.com/Back2bikes/attendance/pull/119,2019-11-04T22:52:55Z,MERGED,js-yaml,3.12.1,3.13.1,"['GHSA-2pr6-76vf-7546', 'GHSA-8j8c-7jfh-h6hx']","['MODERATE', 'HIGH']",HIGH
1263,Back2bikes/attendance,120,https://github.com/Back2bikes/attendance/pull/120,2019-11-04T22:52:55Z,MERGED,lodash,4.17.11,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
1264,Back2bikes/attendance,121,https://github.com/Back2bikes/attendance/pull/121,2019-11-04T22:52:58Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
1265,Back2bikes/attendance,122,https://github.com/Back2bikes/attendance/pull/122,2019-11-04T22:53:19Z,MERGED,eslint,3.19.0,4.18.2,['GHSA-jcgq-xh2f-2hfm'],['LOW'],LOW
1266,Back2bikes/attendance,128,https://github.com/Back2bikes/attendance/pull/128,2019-12-13T17:26:28Z,MERGED,npm,4.6.1,6.13.4,"['GHSA-4328-8hgf-7wjr', 'GHSA-x8qc-rrcw-4r46', 'GHSA-m6cx-g6qm-p2cx']","['LOW', 'LOW', 'LOW']",LOW
1267,Back2bikes/attendance,148,https://github.com/Back2bikes/attendance/pull/148,2020-03-18T07:11:18Z,MERGED,minimist,1.2.0,1.2.2,['GHSA-vh95-rmgr-6w4m'],['LOW'],LOW
1268,Back2bikes/attendance,156,https://github.com/Back2bikes/attendance/pull/156,2020-04-07T04:53:57Z,MERGED,minimist,1.2.2,1.2.3,['GHSA-vh95-rmgr-6w4m'],['LOW'],LOW
1269,willin/github-trending,1,https://github.com/willin/github-trending/pull/1,2019-06-06T06:37:28Z,MERGED,js-yaml,3.11.0,3.13.1,"['GHSA-2pr6-76vf-7546', 'GHSA-8j8c-7jfh-h6hx']","['MODERATE', 'HIGH']",HIGH
1270,willin/github-trending,2,https://github.com/willin/github-trending/pull/2,2019-07-13T05:19:24Z,MERGED,lodash,4.17.5,4.17.14,"['GHSA-jf85-cpcp-j695', 'GHSA-4xc9-xhrj-v574']","['HIGH', 'HIGH']",HIGH
1271,willin/github-trending,3,https://github.com/willin/github-trending/pull/3,2019-10-13T14:31:32Z,CLOSED,axios,0.18.0,0.18.1,['GHSA-42xw-2xvc-qx8m'],['MODERATE'],MODERATE
1272,kubesphere/ks-website,90,https://github.com/kubesphere/ks-website/pull/90,2019-07-11T08:14:41Z,MERGED,lodash.mergewith,4.6.1,4.6.2,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
1273,kubesphere/ks-website,91,https://github.com/kubesphere/ks-website/pull/91,2019-07-12T21:07:00Z,MERGED,lodash,4.17.10,4.17.13,"['GHSA-jf85-cpcp-j695', 'GHSA-4xc9-xhrj-v574']","['HIGH', 'HIGH']",HIGH
1274,kubesphere/ks-website,92,https://github.com/kubesphere/ks-website/pull/92,2019-07-15T03:42:38Z,MERGED,react-dev-utils,4.2.1,4.2.3,['GHSA-29gp-92wp-94q8'],['HIGH'],HIGH
1275,kubesphere/ks-website,110,https://github.com/kubesphere/ks-website/pull/110,2019-08-27T02:27:18Z,MERGED,eslint-utils,1.3.1,1.4.2,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
1276,kubesphere/ks-website,111,https://github.com/kubesphere/ks-website/pull/111,2019-08-29T01:26:35Z,MERGED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
1277,kubesphere/ks-website,154,https://github.com/kubesphere/ks-website/pull/154,2020-03-14T04:45:15Z,MERGED,acorn,5.7.1,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
1278,fjp/fjp.github.io,3,https://github.com/fjp/fjp.github.io/pull/3,2020-03-17T06:34:59Z,MERGED,minimist,1.2.0,1.2.5,['GHSA-vh95-rmgr-6w4m'],['LOW'],LOW
1279,iov-one/iov-core,1360,https://github.com/iov-one/iov-core/pull/1360,2019-12-27T23:57:54Z,MERGED,handlebars,4.1.2,4.5.3,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
1280,iov-one/iov-core,1408,https://github.com/iov-one/iov-core/pull/1408,2020-03-13T22:37:48Z,MERGED,acorn,6.3.0,6.4.1,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
1281,SuitestAutomation/suitest-js-api,259,https://github.com/SuitestAutomation/suitest-js-api/pull/259,2019-12-28T17:21:32Z,MERGED,handlebars,4.1.2,4.5.3,['GHSA-w457-6q6x-cgp9'],['HIGH'],HIGH
1282,bunq/doc,104,https://github.com/bunq/doc/pull/104,2019-11-01T12:39:47Z,CLOSED,swagger-ui,3.18.2,3.23.11,['GHSA-c427-hjc3-wrfw'],['HIGH'],HIGH
1283,bunq/doc,107,https://github.com/bunq/doc/pull/107,2019-11-27T17:04:36Z,CLOSED,lodash.mergewith,4.6.1,4.6.2,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
1284,bunq/doc,108,https://github.com/bunq/doc/pull/108,2019-11-27T17:04:37Z,CLOSED,handlebars,4.0.11,4.5.3,['GHSA-q42p-pg8m-cqh6'],['CRITICAL'],CRITICAL
1285,bunq/doc,109,https://github.com/bunq/doc/pull/109,2019-11-27T17:04:38Z,CLOSED,mixin-deep,1.3.1,1.3.2,['GHSA-fhjf-83wg-r2j9'],['HIGH'],HIGH
1286,bunq/doc,110,https://github.com/bunq/doc/pull/110,2019-11-27T17:04:38Z,CLOSED,lodash-es,4.17.10,4.17.15,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
1287,bunq/doc,111,https://github.com/bunq/doc/pull/111,2019-11-27T17:04:39Z,CLOSED,eslint-utils,1.3.1,1.4.3,['GHSA-3gx7-xhv7-5mx3'],['CRITICAL'],CRITICAL
1288,bunq/doc,112,https://github.com/bunq/doc/pull/112,2019-11-27T17:04:40Z,CLOSED,lodash.template,4.4.0,4.5.0,['GHSA-jf85-cpcp-j695'],['HIGH'],HIGH
1289,bunq/doc,113,https://github.com/bunq/doc/pull/113,2019-11-27T17:04:40Z,CLOSED,js-yaml,3.12.0,3.13.1,"['GHSA-2pr6-76vf-7546', 'GHSA-8j8c-7jfh-h6hx']","['MODERATE', 'HIGH']",HIGH
1290,bunq/doc,138,https://github.com/bunq/doc/pull/138,2020-03-14T05:01:31Z,CLOSED,acorn,5.7.2,5.7.4,['GHSA-6chw-6frg-f759'],['MODERATE'],MODERATE
1291,bunq/doc,148,https://github.com/bunq/doc/pull/148,2020-04-28T15:38:18Z,CLOSED,handlebars,4.0.11,4.7.6,"['GHSA-w457-6q6x-cgp9', 'GHSA-q42p-pg8m-cqh6']","['HIGH', 'CRITICAL']",CRITICAL
