repository,start_commits_total,end_commits_total,total_authors,package.json,mocha,jest,jasmine,karma,puppeteer,nightwatch,cypress,playwright,selenium-webdriver,github_actions,circleci,travisci,appveyor,jenkins,gitlab,azure,size,age
cedardevs/onestop,3987,7544,44,0,0,0,0,0,0,0,0,0,0,-1,204,-1,-1,-1,-1,-1,170.11,1872
tidepool-org/viz,1772,2476,18,1,1,0,0,1,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,13.72,1783
craftercms/studio-ui,3807,9753,31,0,0,0,0,0,0,0,0,0,0,-1,-1,6,-1,-1,-1,-1,98.44,2404
contentful/extensions,383,832,55,1,0,0,0,0,0,0,0,0,0,-1,5,-1,-1,-1,-1,-1,50.36,1791
participedia/api,1628,3023,10,1,1,0,0,0,0,0,1,0,0,-1,0,0,-1,-1,-1,-1,30.57,1793
appirio-tech/connect-app,4286,5762,131,1,1,0,0,0,0,0,0,0,0,-1,50,-1,-1,-1,-1,-1,25.95,1795
cast-org/figuration,1786,2323,3,1,0,0,0,1,0,0,0,0,0,-1,-1,7,-1,-1,-1,-1,47.09,1795
webpack/webpack.js.org,3981,5362,1100,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1863.68,1802
OpenBazaar/openbazaar-desktop,5493,5933,35,1,1,0,0,0,0,0,0,0,0,-1,-1,14,-1,-1,-1,-1,52.9,1805
Thorium-Sim/thorium,4526,5737,30,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,211.04,1806
thm-projects/arsnova-flashcards,6347,8517,78,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,40,-1,115.47,2108
18F/fedramp-dashboard,901,1538,28,1,0,0,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,67.85,1812
Techtonica/curriculum,2272,3544,317,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,26.42,1816
sketch-hq/SketchAPI,1430,1997,55,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,10.21,1817
betaflight/betaflight-configurator,4231,5556,194,1,1,0,0,1,0,0,0,0,0,-1,-1,5,-1,-1,-1,19,73.21,2975
microsoft/monaco-editor,37,101,16,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,128.29,1819
jupyterlab/jupyterlab,15587,23277,453,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,226.36,2139
TheScienceMuseum/collectionsonline,1987,2347,13,1,0,0,0,0,0,1,0,0,1,-1,-1,3,-1,-1,-1,-1,47.2,1823
EdgeApp/edge-core-js,1603,2116,27,1,1,0,0,0,0,0,0,0,0,-1,-1,1,-1,2,-1,-1,6.16,1824
fenneclab/hugo-bin,147,326,9,1,1,0,0,0,0,0,0,0,0,-1,-1,6,-1,-1,-1,-1,1.05,1826
beakerbrowser/beaker,5571,8339,59,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,1,-1,-1,-1,43.52,1832
outline/outline,2019,3150,62,1,0,0,0,0,0,0,0,0,0,-1,5,-1,-1,-1,-1,-1,47.23,1920
GPII/gpii-app,1535,2305,23,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,6.14,1987
portainer/portainer,1773,2411,213,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,76.12,2914
steemit/condenser,4049,5446,127,1,0,1,0,0,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1,24.77,1768
GlobalFishingWatch/map-client,3394,3609,29,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,84.16,1838
mapcentia/vidi,2239,3322,13,1,1,0,0,1,1,0,0,0,0,-1,-1,4,-1,-1,-1,-1,61.86,1839
nuxeo/doc.nuxeo.com,989,1180,18,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,26.93,1767
zulip/zulip-mobile,4143,7128,89,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,43.68,1850
orbitdb/orbit-db-store,218,354,24,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,4.12,1850
luminati-io/luminati-proxy,646,1009,88,1,1,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,253.25,1874
processing/p5.js-web-editor,1309,2973,145,1,0,1,0,0,0,0,0,0,0,-1,-1,5,-1,-1,-1,-1,34.87,1854
iNavFlight/inav-configurator,3361,4089,116,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,60.04,2975
Kong/insomnia,1937,2847,197,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,120.83,1903
nextstrain/auspice,2758,4152,83,1,0,0,0,0,0,0,0,0,0,-1,-1,2,-1,-1,-1,-1,19.39,1865
Expensify/expensify-common,704,1452,82,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,4.68,1866
origo-map/origo,475,1154,32,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,25.87,1867
SynBioHub/synbiohub,2158,3128,27,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,89.95,1861
ezpaarse-project/ezmesure,370,947,13,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,15.66,1873
higlass/higlass,4640,4974,30,1,0,0,1,1,0,0,0,0,0,-1,-1,9,-1,-1,-1,-1,197.07,1970
ethereum/remix,2328,2877,56,1,0,0,0,0,0,0,0,0,0,-1,2,-1,-1,-1,-1,-1,17.72,1876
foxdonut/meiosis,598,1119,12,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,40.55,1878
ExploreConsulting/netsuite-fasttrack-toolkit-ss2,392,517,7,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,13.73,1880
ubergrape/grape-web-client,7351,8568,45,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,48.18,2695
betaflight/blackbox-log-viewer,868,1098,47,1,0,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,-1,157.67,2341
github/eslint-plugin-github,413,601,20,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,2.05,1890
Xtraball/Siberian,1892,3431,7,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,8919.04,1299
FooSoft/yomichan,1149,3508,19,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,83.54,1902
orbitdb/ipfs-log,635,800,24,1,1,0,0,0,0,0,0,0,0,-1,6,-1,-1,-1,-1,-1,14.6,1901
ibi-group/datatools-ui,2206,2925,11,1,0,0,0,0,1,0,0,0,0,-1,-1,17,-1,-1,-1,-1,52.33,1901
dcos/dcos-website,3556,3636,60,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,321.58,1904
jhipster/jhipster-core,1309,1756,43,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,4,5.77,1909
BoostIO/Boostnote,4285,4727,297,1,0,1,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,-1,20.28,2197
ShelterTechSF/askdarcel-web,717,993,55,1,1,0,0,0,0,0,0,0,0,-1,-1,2,-1,-1,-1,-1,22.0,1897
tsitu/MH-Tools,753,916,16,1,0,0,0,0,0,0,0,0,0,-1,-1,5,-1,-1,-1,-1,10.52,1919
cjdev/visual-stack,713,1375,60,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,11.12,1917
mathcoll/t6,1374,2143,4,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,91.71,1920
trendscenter/coinstac,1792,3144,21,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,431.93,1923
Qbix/Platform,4237,6894,13,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,201.91,1926
dherault/serverless-offline,1051,2889,239,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,53.07,1930
qooxdoo/qooxdoo-compiler,898,1440,28,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,24.7,1934
ManageIQ/manageiq-ui-service,3968,4262,49,1,1,0,0,1,0,0,0,0,0,-1,-1,6,-1,-1,-1,-1,18.22,2132
inlife/nexrender,429,979,64,1,1,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,7.46,1937
react-atomic/react-atomic-organism,1197,1874,3,1,0,0,0,0,0,0,0,0,0,-1,-1,9,-1,-1,-1,-1,24.39,1946
davidmerfield/Blot,4504,6717,9,1,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,3225.6,1950
mjmlio/mjml,1806,2301,143,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,10.69,1950
jitsi/lib-jitsi-meet,2016,2609,105,1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,16.43,1951
artf/grapesjs,2460,3721,122,1,0,1,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,102.28,1963
ncbi/icn3d,299,829,5,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,335.43,1959
gbif/portal16,4890,6113,21,1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,49.89,1960
okonet/lint-staged,480,775,102,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,5.65,1963
comindware/core-ui,3302,5068,51,1,0,0,0,1,1,0,0,0,0,-1,-1,4,-1,-1,-1,-1,118.16,2202
tinode/tinode-js,348,576,10,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,24.95,1971
tinode/webapp,564,907,16,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,94.51,1978
xiaoqiang-zhao/my-cellar,1366,1919,6,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,210.78,1978
kitspace/kitspace,1334,1782,60,1,1,0,0,0,0,0,0,0,0,-1,-1,36,-1,-1,-1,-1,26.54,2202
rjsf-team/react-jsonschema-form,677,1010,227,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,247.4,1993
visgl/deck.gl,2394,3650,157,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,520.99,1992
i18next/react-i18next,926,1358,157,1,0,1,0,0,0,0,0,0,0,-1,2,-1,-1,-1,-1,-1,13.11,1997
imba/imba.io,152,770,27,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,17.46,1999
SAPDocuments/Tutorials,5288,8816,242,1,0,0,0,0,0,0,0,0,0,-1,4,-1,-1,-1,-1,-1,4884.48,1971
FelixHenninger/lab.js,1509,2213,14,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,21.46,2001
entrylabs/entry-hw,1180,2590,128,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,0,-1,-1,424.12,2007
fedspendingtransparency/data-act-broker-web-app,3280,4920,46,1,0,1,0,0,0,0,0,0,0,-1,-1,3,-1,-1,-1,-1,15.91,2007
moment/luxon,801,979,144,1,0,1,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,-1,95.42,2009
tudvari/dockerfile-generator,103,272,5,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,0.82,2029
pangolinjs/core,768,1047,3,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,14.38,2011
CoorpAcademy/components,4486,5493,66,1,0,0,0,0,0,0,0,0,0,-1,-1,25,-1,-1,-1,-1,37.07,2008
okta/okta-signin-widget,497,1156,120,1,0,0,0,1,0,0,0,0,0,-1,-1,13,-1,-1,-1,-1,117.53,2021
ComPlat/chemotion_ELN,3737,4748,47,1,1,0,0,0,0,0,0,0,0,-1,-1,3,-1,-1,16,-1,37.82,2174
transloadit/uppy,6760,8130,300,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,381.88,2023
suxxes/abroadunderhood,1367,1635,7,1,1,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,589.77,2023
FrontEndHappyHour/frontendhappyhour.github.io,706,956,17,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,46.02,2025
makeomatic/ms-users,443,599,19,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,5.77,2030
sensorsdata/sa-sdk-javascript,224,328,15,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,12.31,2033
StataBS/indikatoren,2784,3598,26,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,204.69,2033
TheSench/SIMSpellstone,1547,1827,7,1,0,0,0,0,0,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,1320.96,2037
Adslot/adslot-ui,1054,1552,61,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,77.01,2041
owncloud/contacts,864,959,52,1,1,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,3.57,2044
olifolkerd/tabulator,1922,2914,78,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,65.3,2046
biud436/MV,1533,2156,4,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,296.22,2053
remoteintech/remote-jobs,860,1263,579,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,3.72,2058
OHIF/Viewers,2522,4383,85,1,0,0,0,0,0,0,0,0,0,-1,81,-1,-1,-1,-1,-1,267.64,2057
CANDY-LINE/candy-red,1300,1660,2,1,1,0,0,0,0,0,0,0,0,-1,-1,6,-1,-1,-1,-1,3.7,2059
formio/formio,2311,3209,60,1,1,0,0,0,0,0,0,0,0,-1,2,-1,-1,-1,-1,-1,10.32,2059
o2team/o2team.github.io,588,828,100,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,20.62,1776
pfitzpaddy/ngm-reportHub,1652,2624,12,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,73.09,2090
mattermost/desktop,1821,2061,85,1,1,0,0,0,0,0,0,0,0,-1,21,-1,-1,-1,-1,-1,36.45,2064
digidem/mapeo-mobile,257,656,10,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,95.64,829
visgl/react-map-gl,575,790,134,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,31.96,2063
twreporter/twreporter-react,3085,4290,42,1,1,0,0,0,1,0,0,0,0,-1,18,-1,-1,-1,-1,-1,168.3,2063
quasarframework/quasar,5215,10011,454,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,329.17,2065
AMPATH/etl-rest-server,1407,1759,53,1,0,0,0,0,0,0,0,0,0,-1,-1,6,-1,-1,-1,-1,9.85,2233
cibernox/ember-power-select,1930,2134,149,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,12.99,2076
iTowns/itowns,2085,2622,44,1,1,0,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,78.47,2076
single-spa/single-spa,481,628,46,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,7.36,2078
First-Peoples-Cultural-Council/fv-web-ui,2230,3661,36,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,140.0,2181
silverstripe/silverstripe-asset-admin,1439,1738,59,1,0,0,0,0,0,0,0,0,0,-1,-1,17,-1,-1,-1,-1,14.63,1956
flow-typed/flow-typed,2385,2946,931,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,13.67,2083
camunda/camunda-modeler,1533,2447,36,1,1,0,0,0,0,0,0,0,0,-1,-1,19,-1,-1,-1,-1,42.38,2082
davidmintz/court-interpreters-office,3976,5437,8,0,0,0,0,0,0,0,0,0,0,-1,-1,11,-1,-1,-1,-1,26.97,2092
sugarlabs/musicblocks,5456,8297,174,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,216.87,2191
MetaMask/metamask-extension,9046,11945,252,1,1,0,0,0,0,0,0,0,1,-1,66,-1,-1,-1,-1,-1,367.99,2131
salesforce-ux/design-system,8914,10070,82,1,0,1,0,0,1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,50.37,2096
Viglino/ol-ext,1478,2443,68,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,101.72,2102
mParticle/mparticle-web-sdk,356,626,19,1,1,0,0,1,0,0,0,0,0,-1,-1,3,-1,-1,-1,-1,7.11,2103
jquense/react-big-calendar,509,619,195,1,0,1,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,-1,64.51,2110
kuzzleio/kuzzle,5359,6359,62,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,36.52,2250
facebook/relay,3678,6691,588,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,5120.0,2120
kuzzleio/sdk-javascript,1507,1962,51,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,38.47,2194
guardian/facia-tool,14341,16156,167,1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,364.61,3388
redux-form/redux-form,1920,2057,377,1,0,1,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,-1,10.42,2131
informatics-isi-edu/ermrestjs,2433,2759,28,1,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,8.06,2138
ProjectSidewalk/SidewalkWebpage,4054,6601,70,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,1054.72,2145
prebid/Prebid.js,2620,4794,927,1,1,0,0,1,0,0,0,0,0,-1,8,-1,-1,-1,-1,-1,68.93,2143
reduxjs/react-redux,718,910,249,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,8.95,2151
Opentrons/opentrons,5527,7778,62,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,311.9,2156
FormidableLabs/spectacle,757,1107,146,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,112.09,2165
trufflesuite/truffle,6240,12013,231,1,0,0,0,0,0,0,0,0,0,-1,-1,19,-1,-1,-1,-1,184.25,2169
aquasecurity/cloudsploit,324,839,55,1,1,0,0,0,0,0,0,0,0,-1,-1,2,-1,-1,-1,-1,22.68,2163
naptha/tesseract.js,393,625,64,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,106.54,2166
ssbc/patchwork,1597,2162,100,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,22.4,1677
mesosphere/reactjs-components,1748,1797,36,1,0,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,5.68,2169
processing/p5.js-website,1330,2416,184,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,447.61,2170
entrylabs/entryjs,7979,10892,168,1,1,1,0,1,0,0,0,0,0,-1,-1,-1,-1,0,-1,-1,547.64,2170
ngageoint/hootenanny-ui,10382,10666,289,1,1,0,0,1,0,0,0,0,0,-1,-1,0,-1,3,-1,-1,237.01,3246
catarse/catarse.js,4424,5546,25,1,0,0,0,1,1,0,0,0,0,-1,10,0,-1,-1,-1,-1,125.87,2180
matrix-org/matrix-react-sdk,15755,33358,708,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,299.74,2183
bids-standard/bids-validator,1955,3090,66,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,32.6,2183
hyperledger/burrow,2117,2702,58,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,46.33,2184
rtfeldman/node-test-runner,1007,1199,56,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,8.4,2185
nasa/openmct,5620,6798,85,1,0,0,0,1,0,0,0,0,0,-1,3,-1,-1,-1,-1,-1,81.45,2408
Tencent/omi,4778,6586,86,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,145.87,2192
wfp/ui,1239,2173,18,1,0,1,0,0,0,0,0,0,0,-1,-1,2,-1,-1,-1,-1,67.98,2317
baukh789/GridManager,1001,1412,12,1,0,0,0,1,0,0,0,0,0,-1,-1,4,-1,-1,-1,-1,10.11,2201
RocketChat/Rocket.Chat,16756,19901,841,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,789.37,2204
tradle/tim,7752,8615,4,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,228.8,2208
ow2-proactive/studio,1532,1723,66,1,0,0,0,0,0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,80.6,2799
rollup/rollup,3693,4604,284,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,28.2,2209
UDA-EJIE/udaRUP,1856,2708,26,1,0,0,1,1,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,112.91,2212
FreeFeed/freefeed-server,2850,3622,25,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,18.06,2274
particle-iot/docs,4891,5846,246,1,1,0,0,0,0,0,0,0,0,-1,-1,1,-1,-1,-1,-1,2467.84,2785
Vincit/objection.js,1653,1943,143,1,1,0,0,0,0,0,0,0,0,-1,-1,7,-1,-1,-1,-1,21.84,2239
LedgerHQ/ledgerjs,875,1426,84,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,31.09,2239
codefresh-io/cli,526,794,47,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,23.44,2241
stellar/js-stellar-sdk,588,767,66,1,1,0,0,1,0,0,0,0,0,-1,-1,3,-1,-1,-1,-1,14.21,2243
Caltech-IPAC/firefly,6299,7198,38,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,257.64,3056
zestia/ember-twitter-entities,153,279,5,1,0,0,0,0,0,0,0,0,0,-1,-1,14,-1,-1,-1,-1,4.94,2249
department-of-veterans-affairs/vets-website,10995,17251,265,1,1,1,0,0,1,1,0,0,0,-1,-1,-1,-1,38,-1,-1,269.45,2253
grommet/grommet,4626,5833,291,1,0,1,0,0,0,0,0,0,0,-1,8,-1,-1,-1,-1,-1,316.33,2267
TeamFleet/WhoCallsTheFleet,1292,1371,2,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,6522.88,2269
avwo/whistle,8171,9799,29,1,0,0,0,0,0,0,0,0,0,-1,-1,4,-1,-1,-1,-1,72.9,2271
CoderDojo/cp-zen-platform,3572,3755,77,1,0,0,0,0,0,0,0,0,0,-1,2,-1,-1,-1,-1,-1,13.64,2271
AdguardTeam/AdguardBrowserExtension,3878,4618,40,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,149.79,2273
aurelia/cli,1386,1615,102,1,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,3.81,2273
matrix-org/matrix-js-sdk,3617,6185,84,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,212.25,2280
ChromeDevTools/debugger-protocol-viewer,832,1216,20,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,10.94,2282
trezor/connect,1796,2471,47,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,17,-1,36.08,1186
ONSdigital/florence,8076,8733,41,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,634.36,2296
thoughtworks/tramchester,710,1968,11,0,0,0,0,0,0,0,0,0,0,-1,28,-1,-1,-1,-1,-1,500.48,2308
inventaire/inventaire,2847,4362,16,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,12.02,2547
streamr-dev/streamr-client-javascript,194,1345,24,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,7.22,2316
CometVisu/CometVisu,4797,5801,54,1,0,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,478.37,3870
ofrohn/d3-celestial,318,506,10,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,194.58,2332
bookbrainz/bookbrainz-site,2859,4385,79,1,1,0,0,0,0,0,0,0,0,-1,-1,7,-1,-1,-1,-1,36.78,2389
Flexberry/ember-flexberry,5218,5560,60,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,54.94,2247
rancher/ui,8569,11219,143,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,68.17,2357
irislib/iris-lib,478,854,5,1,0,1,0,0,0,0,0,0,0,-1,-1,3,-1,-1,0,-1,17.19,2361
aurelia/framework,741,814,113,1,0,0,0,1,0,0,0,0,0,-1,0,-1,-1,-1,-1,-1,2.92,2364
react-materialize/react-materialize,1294,1851,100,1,0,1,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,21.23,2370
rapidpro/rapidpro,14757,19849,61,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,275.63,2380
congrea/virtualclass,3520,5604,33,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,107.77,2386
odf/webGavrog,2173,3111,3,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,3.33,2389
shadowsocks/shadowsocks-manager,2115,2414,34,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,16.03,2390
thabz/Kalliope,8093,9056,37,1,0,1,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,1105.92,7454
alan-wu/ZincJS,173,433,6,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,49.84,2391
babel/website,2946,3304,672,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,29.59,2395
cla-assistant/cla-assistant,1008,1313,63,1,1,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,11.07,2399
mermaid-js/mermaid,1071,3586,271,1,0,1,0,0,1,0,0,0,0,-1,-1,8,-1,-1,-1,-1,221.55,2402
lhncbc/lforms,1427,2144,16,1,1,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,16.51,2414
StraboSpot/strabo-mobile,1831,2116,13,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,55.38,2413
netlify/cli,894,2766,122,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,174.97,2425
leancloud/docs,5735,7660,126,1,1,0,0,0,0,0,0,0,0,-1,-1,0,-1,-1,-1,-1,80.79,2424
date-fns/date-fns,1119,1699,330,1,1,0,0,1,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,21.66,2429
ChainSafe/web3.js,1980,3271,270,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,128.96,2435
Kloudless/file-picker,300,670,35,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,7.78,2442
