,repository,package,fix_commit,lock_file_fix_version,latest_stable_version,pr_version,pr_number,pr_date,fix_date,pr_fix_diff,inspired
256,chteuchteu/MaterialDesignIcons-Picker,fstream,f344b4b89e29484021f36050c3f2d7f8bbb49a18,1.0.12,1.0.12,1.0.12,34,2019-09-07T09:52:39Z,2020-10-20 15:25:01+02:00,"409,3",False
257,chteuchteu/MaterialDesignIcons-Picker,ssri,f344b4b89e29484021f36050c3f2d7f8bbb49a18,6.0.1,8.0.0,5.3.0,35,2019-09-07T09:52:41Z,2020-10-20 15:25:01+02:00,"409,3",False
258,chteuchteu/MaterialDesignIcons-Picker,webpack-dev-server,f344b4b89e29484021f36050c3f2d7f8bbb49a18,3.11.0,3.11.0,3.1.11,44,2019-09-28T09:16:24Z,2020-10-20 15:25:01+02:00,"388,4",False
259,cibernox/ember-power-select,acorn,5272dec31dab38b915b3eda99f910f867f59d55d,5.7.4,7.1.1,5.7.4,1339,2020-03-13T23:11:24Z,2020-03-24 18:41:34+01:00,"10,18",True
260,cibernox/ember-power-select,jquery,1fcb26e8ce7b48dc9e3617b406c9c81c77c4c23d,3.5.1,3.5.1,3.5.0,1360,2020-04-30T02:20:08Z,2020-06-26 15:49:51+03:00,"57,10",False
261,citizenos/citizenos-api,node-uuid,0d7bd361c921857a676159dddaf1861f4e0daaff,1.4.8,1.4.8,1.4.8,166,2020-04-16T03:34:33Z,2020-04-21 15:41:04+03:00,"5,9",False
262,cityofaustin/janis,acorn,ce18c634b12c258523913af191649d7170154d28,5.7.4,7.3.1,5.7.4,732,2020-04-05T05:36:50Z,2020-07-14 18:31:09-05:00,"100,17",True
263,ckeditor/ckeditor4-docs,jquery,20a467f08fb9d08d375a23f9c9971012722cc2c3,3.5.1,3.5.1,3.5.0,301,2020-04-30T15:17:25Z,2020-07-14 12:30:58+02:00,"74,19",False
264,ckeditor/ckeditor5-dev,minimist,712246e9669314b8479e98d9d4f8209043e37b2c,1.2.0,1.2.5,1.2.2,604,2020-03-16T19:57:03Z,2020-03-26 16:48:46+01:00,"9,19",False
265,codaxy/cxjs,lodash,bb3708e3382b32cb8d1e8e471a094a3bd3056434,4.17.15,4.17.15,4.17.14,553,2019-07-13T19:55:53Z,2020-06-10 08:40:05+02:00,"332,10",False
266,codaxy/cxjs,lodash,bb3708e3382b32cb8d1e8e471a094a3bd3056434,4.17.15,4.17.15,4.17.15,554,2019-07-20T14:50:40Z,2020-06-10 08:40:05+02:00,"325,15",False
267,codaxy/cxjs,acorn,bb3708e3382b32cb8d1e8e471a094a3bd3056434,6.4.1,7.2.0,6.4.1,632,2020-04-04T15:42:11Z,2020-06-10 08:40:05+02:00,"66,14",True
268,codefresh-io/cli,handlebars,b1407add4e8aa3ad7f1b0c8b5d0bf910bcb77b4f,4.6.0,4.6.0,4.5.3,385,2019-12-28T00:14:07Z,2020-01-10 12:31:41+03:00,"13,9",False
269,codevise/pageflow,acorn,9213e167614fdcf923cc0472b74e9189901475f5,5.7.3,7.1.1,5.7.4,1358,2020-03-14T18:04:08Z,2020-04-17 11:09:54+02:00,"33,15",False
270,codevise/pageflow,acorn,9213e167614fdcf923cc0472b74e9189901475f5,5.7.3,7.1.1,5.7.4,1359,2020-03-15T06:21:23Z,2020-04-17 11:09:54+02:00,"33,2",False
271,codex-protocol/service.eel,mongoose,e7a8f64b32a4723030a1649635bf128c6f7e40f8,5.9.7,5.9.9,5.7.5,5,2019-10-29T15:10:12Z,2020-04-13 14:44:09-05:00,"167,4",False
272,codex-protocol/service.eel,acorn,c961b3df5d802f50decaa730f1040dfc47f804cb,7.1.1,7.1.1,7.1.1,6,2020-03-13T21:43:42Z,2020-03-30 15:04:33-05:00,"16,22",False
273,collectionspace/cspace-ui.js,eslint,f164291d3f76fcd4ee1a8d14ea5d79b68b9796b2,6.7.2,6.7.2,4.18.2,112,2019-11-02T14:04:46Z,2019-12-19 23:30:35-08:00,"47,17",False
274,collectionspace/cspace-ui.js,acorn,4047d762852b035a841fed195e6f35a376406ee5,7.3.1,7.3.1,6.4.1,119,2020-03-13T20:38:47Z,2020-07-28 09:17:20-04:00,"136,16",False
275,compiler-explorer/compiler-explorer,jquery,e86bdf89ed29c74e1850f568be2ada4d728f0df8,3.5.1,3.5.1,3.5.0,1950,2020-04-30T03:43:58Z,2020-06-09 20:10:00-05:00,"40,21",False
276,congrea/virtualclass,mixin-deep,46615f1b5a675c8356ccdc14ebe078a371937259,1.3.2,2.0.1,1.3.2,1247,2019-11-05T04:55:02Z,2019-12-20 14:18:55+05:30,"45,3",True
277,congrea/virtualclass,eslint-utils,5f70deab639a8a061b87f9c3f5e9a41f5a3bb34b,1.4.3,2.0.0,1.4.3,1248,2019-11-05T04:55:04Z,2020-03-14 15:42:52+05:30,"130,5",True
278,cruise-automation/webviz,lodash,d1e2b7422f5b16eebbd5d76b98db27780a3606b5,4.17.11,4.17.20,4.17.13,231,2019-09-25T00:57:10Z,2020-08-31 14:48:39-07:00,"341,20",False
279,cruise-automation/webviz,lodash,d1e2b7422f5b16eebbd5d76b98db27780a3606b5,4.17.11,4.17.20,4.17.13,232,2019-09-25T00:57:12Z,2020-08-31 14:48:39-07:00,"341,20",False
280,cruise-automation/webviz,lodash,d1e2b7422f5b16eebbd5d76b98db27780a3606b5,4.17.11,4.17.20,4.17.13,237,2019-09-25T00:57:47Z,2020-08-31 14:48:39-07:00,"341,20",False
281,cruise-automation/webviz,js-yaml,d1e2b7422f5b16eebbd5d76b98db27780a3606b5,3.12.0,3.14.0,3.13.1,233,2019-09-25T00:57:13Z,2020-08-31 14:48:39-07:00,"341,20",False
282,cruise-automation/webviz,js-yaml,d1e2b7422f5b16eebbd5d76b98db27780a3606b5,3.12.0,3.14.0,3.13.1,235,2019-09-25T00:57:17Z,2020-08-31 14:48:39-07:00,"341,20",False
283,cruise-automation/webviz,lodash.mergewith,d8bebc7e2ae89dd524a28d5b355d575e48c4b7b7,4.6.1,4.6.2,4.6.2,236,2019-09-25T00:57:17Z,2020-04-21 09:53:43-07:00,"209,15",False
284,cruise-automation/webviz,lodash.mergewith,d8bebc7e2ae89dd524a28d5b355d575e48c4b7b7,4.6.1,4.6.2,4.6.2,244,2019-09-25T00:58:14Z,2020-04-21 09:53:43-07:00,"209,15",False
285,cruise-automation/webviz,minimist,d8bebc7e2ae89dd524a28d5b355d575e48c4b7b7,0.0.8,1.2.5,1.2.5,367,2020-03-16T06:22:10Z,2020-04-21 09:53:43-07:00,"36,10",False
286,ctrlo/GADS,serialize-javascript,bfa6528175ca20221c35dc3e9a300130ef02a701,2.1.2,3.0.0,2.1.2,142,2020-05-02T14:26:34Z,2020-05-02 15:29:46+01:00,"0,0",True
287,danhumphrey/page-modeller,acorn,9810db15e1f316c4109fbc48de26d19708a6ddbc,7.1.1,7.1.1,5.7.4,17,2020-03-13T23:06:24Z,2020-03-15 15:27:49+11:00,"1,5",False
288,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,4.17.15,4.17.20,4.17.15,1321,2019-08-27T13:32:49Z,2020-09-02 10:20:38+04:00,"371,16",True
289,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,4.17.15,4.17.20,4.17.15,1323,2019-08-27T13:32:49Z,2020-09-02 10:20:38+04:00,"371,16",True
290,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,4.17.15,4.17.20,4.17.13,1328,2019-08-27T13:32:53Z,2020-09-02 10:20:38+04:00,"371,16",False
291,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,4.17.15,4.17.20,4.17.15,1335,2019-08-27T13:32:58Z,2020-09-02 10:20:38+04:00,"371,16",True
292,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,4.17.15,4.17.20,4.17.15,1337,2019-08-27T13:32:59Z,2020-09-02 10:20:38+04:00,"371,16",True
293,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,4.17.15,4.17.20,4.17.15,1342,2019-08-27T13:33:02Z,2020-09-02 10:20:38+04:00,"371,16",True
294,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,4.17.15,4.17.20,4.17.15,1343,2019-08-27T13:33:03Z,2020-09-02 10:20:38+04:00,"371,16",True
295,date-fns/date-fns,lodash,451bfcab05f48aed59ae83c0a0effc9046f7399e,4.17.15,4.17.20,4.17.15,1365,2019-08-27T13:34:09Z,2020-09-02 10:20:38+04:00,"371,16",True
296,decred/decrediton,acorn,e2dcd39a6f009f8a9fdcbf0cf4765a15e86f259a,6.4.1,7.1.1,6.4.1,2443,2020-03-13T23:39:07Z,2020-03-15 13:42:24-03:00,"1,17",True
297,devinit/D-Portal,acorn,ec7ade02000a5a35fa707d486b5365cd7ac3d052,7.1.1,7.1.1,7.1.1,548,2020-03-14T08:54:40Z,2020-03-27 19:11:57+00:00,"13,10",False
298,dherault/serverless-offline,acorn,f9abe8d919afe7455a6235c4e006877b9c6674d8,7.1.1,7.1.1,6.4.1,921,2020-03-13T21:11:57Z,2020-05-05 11:28:03+02:00,"52,12",False
299,dherault/serverless-offline,acorn,f9abe8d919afe7455a6235c4e006877b9c6674d8,7.1.1,7.1.1,6.4.1,923,2020-03-15T19:09:51Z,2020-05-05 11:28:03+02:00,"50,14",False
300,dherault/serverless-offline,acorn,f90d2e14fee53c1629e04a2b7a5e13ebab901d0d,7.4.0,8.0.1,6.4.1,921,2020-03-13T21:11:57Z,2020-09-23 10:52:17-04:00,"193,17",False
301,dherault/serverless-offline,acorn,f90d2e14fee53c1629e04a2b7a5e13ebab901d0d,7.4.0,8.0.1,6.4.1,923,2020-03-15T19:09:51Z,2020-09-23 10:52:17-04:00,"191,19",False
302,dwp/govuk-casa,acorn,7acacfc2387713f0c9cb7ba4257c28b4122ffc85,7.1.1,7.1.1,6.4.1,18,2020-03-13T22:14:59Z,2020-03-16 19:58:10+00:00,"2,21",False
303,eBay/ebayui-core,handlebars,37c0eccfd4228a334fbecf8789a6dd47b4b32cf2,4.5.3,4.5.3,4.5.3,1003,2019-12-28T00:07:23Z,2020-01-02 11:52:20-08:00,"5,19",False
304,eBay/ebayui-core,https-proxy-agent,6688b48e4c2d8da139a3e7d6d041d66072795171,2.2.4,5.0.0,2.2.4,1097,2020-04-16T11:38:19Z,2020-04-22 09:23:27-07:00,"6,4",True
305,ebi-webcomponents/nightingale,eslint-utils,8af2ee022d0fd73506aabf503a48a47c0f446843,1.4.3,1.4.3,1.4.3,51,2019-10-29T15:01:33Z,2019-11-04 14:40:39+00:00,"5,23",False
306,ebi-webcomponents/nightingale,handlebars,3e582b8efb44b6152ae0c52d2e4f1e9dd6731936,4.7.6,4.7.6,4.5.3,64,2019-12-29T03:25:58Z,2020-05-28 16:08:25+01:00,"151,11",False
307,ebi-webcomponents/nightingale,https-proxy-agent,3e582b8efb44b6152ae0c52d2e4f1e9dd6731936,2.2.4,5.0.0,2.2.4,71,2020-04-16T14:16:08Z,2020-05-28 16:08:25+01:00,"42,0",True
308,ebshimizu/stats-of-the-storm,fstream,b898b47a37b2d97985870c722dd748a0f9cf10eb,1.0.12,1.0.12,1.0.12,283,2019-11-13T01:11:19Z,2020-07-12 13:29:52-04:00,"242,16",False
309,ebshimizu/stats-of-the-storm,jquery,b898b47a37b2d97985870c722dd748a0f9cf10eb,3.5.1,3.5.1,3.4.0,284,2019-11-13T01:13:59Z,2020-07-12 13:29:52-04:00,"242,16",False
310,ebshimizu/stats-of-the-storm,handlebars,b898b47a37b2d97985870c722dd748a0f9cf10eb,4.7.6,4.7.6,4.1.2,285,2019-11-13T01:24:25Z,2020-07-12 13:29:52-04:00,"242,16",False
311,ebshimizu/stats-of-the-storm,handlebars,b898b47a37b2d97985870c722dd748a0f9cf10eb,4.7.6,4.7.6,4.3.0,293,2019-12-27T00:04:14Z,2020-07-12 13:29:52-04:00,"198,17",False
312,ebshimizu/stats-of-the-storm,js-yaml,b898b47a37b2d97985870c722dd748a0f9cf10eb,3.14.0,3.14.0,3.13.1,286,2019-11-13T01:24:43Z,2020-07-12 13:29:52-04:00,"242,16",False
313,ebshimizu/stats-of-the-storm,mixin-deep,b898b47a37b2d97985870c722dd748a0f9cf10eb,1.3.2,2.0.1,1.3.2,287,2019-11-13T01:24:56Z,2020-07-12 13:29:52-04:00,"242,16",True
314,ebshimizu/stats-of-the-storm,https-proxy-agent,b898b47a37b2d97985870c722dd748a0f9cf10eb,2.2.4,5.0.0,2.2.4,297,2020-04-16T16:32:47Z,2020-07-12 13:29:52-04:00,"87,0",True
315,eggheadio/how-to-egghead,eslint-utils,632f85f6c1fbe85c7a1501d34a15bbd1292961d6,1.4.3,2.0.0,1.4.3,82,2019-11-01T14:55:16Z,2020-01-22 15:45:59+01:00,"81,23",True
316,elastic/apm-agent-rum-js,lodash.template,ef879329a7986e17ddb27cda949da09ce25958c9,4.5.0,4.5.0,4.5.0,318,2019-07-11T05:24:46Z,2019-07-11 12:10:11+02:00,"0,4",False
317,elastic/apm-agent-rum-js,eslint-utils,17aae14cf359ecf221401370b4d6be70080ddc98,1.4.2,1.4.2,1.4.2,394,2019-08-26T19:03:44Z,2019-08-27 10:10:39+02:00,"0,13",False
318,elastic/apm-agent-rum-js,handlebars,33d5817a2ac0c1d14206edd6e51103dd8ad2db2b,4.5.3,4.5.3,4.5.3,550,2019-12-27T19:04:37Z,2020-01-02 10:21:33+01:00,"5,14",False
319,elastic/apm-agent-rum-js,codecov,6929cb3d461e24a29fa5c1fe91e0e830bd4c6d19,3.6.5,4.0.0-0,3.6.5,643,2020-02-19T18:49:44Z,2020-02-27 13:42:26+01:00,"7,17",True
320,elastic/apm-agent-rum-js,acorn,1ce95c9f2c537b485543db2d6e567737b8792efb,7.1.1,7.1.1,6.4.1,701,2020-03-13T23:40:32Z,2020-03-16 11:09:07+01:00,"2,10",False
321,elix/elix,eslint-utils,25e222250d561c4367276b80cc17253a21133e3b,1.4.2,1.4.2,1.4.2,103,2019-08-26T17:02:34Z,2019-09-03 16:59:55-07:00,"8,6",False
322,elix/elix,acorn,e29c137fa41ad11fa9d68e7663bf48872d6f458f,7.4.0,7.4.0,7.1.1,112,2020-03-13T20:38:19Z,2020-08-06 21:32:21-07:00,"146,7",False
323,ember-animation/ember-animated,jquery,7fb859dd8b93295afe43d79439c7f279967a2dc7,3.5.1,3.5.1,3.5.0,210,2020-04-30T02:13:43Z,2020-07-28 11:41:11-04:00,"89,13",False
324,ember-animation/ember-animated,jquery,7fb859dd8b93295afe43d79439c7f279967a2dc7,3.5.1,3.5.1,3.5.0,211,2020-04-30T12:27:22Z,2020-07-28 11:41:11-04:00,"89,3",False
325,enactjs/enact,lodash,089005179e8c44c05f8c7058202349a0b3e0c308,4.17.20,4.17.20,4.17.15,2633,2019-11-01T23:42:28Z,2020-12-08 17:23:22+09:00,"402,8",False
326,enactjs/enact,handlebars,089005179e8c44c05f8c7058202349a0b3e0c308,4.7.6,4.7.6,4.5.1,2634,2019-11-01T23:42:29Z,2020-12-08 17:23:22+09:00,"402,8",False
327,enactjs/enact,handlebars,089005179e8c44c05f8c7058202349a0b3e0c308,4.7.6,4.7.6,4.5.2,2650,2019-11-14T22:50:13Z,2020-12-08 17:23:22+09:00,"389,9",False
328,enactjs/enact,handlebars,089005179e8c44c05f8c7058202349a0b3e0c308,4.7.6,4.7.6,4.5.3,2664,2019-12-27T09:34:47Z,2020-12-08 17:23:22+09:00,"346,22",False
329,enactjs/enact,lodash.template,089005179e8c44c05f8c7058202349a0b3e0c308,4.5.0,4.5.0,4.5.0,2635,2019-11-01T23:42:29Z,2020-12-08 17:23:22+09:00,"402,8",False
330,enketo/enketo-core,jquery,6991f273981013255d0ee364841f9f978244cc7a,3.4.1,3.4.1,3.4.0,644,2019-08-02T17:16:08Z,2019-09-11 16:57:38-06:00,"40,5",False
331,enketo/enketo-core,jquery,5b6bccbec5cf126cd6dc8dcd7786e3f87bbac5be,3.5.1,3.5.1,3.4.0,644,2019-08-02T17:16:08Z,2020-05-05 11:34:16-06:00,"277,0",False
332,enketo/enketo-core,jquery,5b6bccbec5cf126cd6dc8dcd7786e3f87bbac5be,3.5.1,3.5.1,3.5.0,711,2020-04-29T23:13:31Z,2020-05-05 11:34:16-06:00,"5,18",False
333,entrylabs/entry-hw,acorn,9d3b5fe08f4da26f5b5c5126d01dce2a89c1f5a5,5.7.4,7.1.1,5.7.4,307,2020-03-13T23:35:20Z,2020-03-16 12:08:43+09:00,"2,3",True
334,eslint/website,eslint-utils,213a14720cf0f876a2444528369b1fb8cf2d5f53,1.4.3,1.4.3,1.4.3,643,2019-11-01T21:37:44Z,2019-11-03 02:02:05-05:00,"1,9",False
335,evaera/RoVer,lodash,8871b2e5c541322cb490e7bd525bcd63521a34a5,4.17.14,4.17.14,4.17.14,204,2019-07-13T00:07:34Z,2019-07-18 17:56:21-04:00,"5,21",False
336,facebook/metro,js-yaml,fcd01483f505ded1c7a671267a5efb09bf8ecb6b,3.13.1,3.13.1,3.13.1,471,2019-10-29T18:55:28Z,2020-03-23 06:08:17-07:00,"145,18",False
337,facebook/metro,sshpk,fcd01483f505ded1c7a671267a5efb09bf8ecb6b,1.16.1,1.16.1,1.16.1,472,2019-10-29T18:55:28Z,2020-03-23 06:08:17-07:00,"145,18",False
338,facebook/metro,eslint-utils,fcd01483f505ded1c7a671267a5efb09bf8ecb6b,1.4.3,2.0.0,1.4.3,474,2019-10-29T18:55:30Z,2020-03-23 06:08:17-07:00,"145,18",True
339,facebook/metro,handlebars,fcd01483f505ded1c7a671267a5efb09bf8ecb6b,4.7.3,4.7.3,4.5.1,475,2019-10-29T18:55:31Z,2020-03-23 06:08:17-07:00,"145,18",False
340,facebook/metro,handlebars,fcd01483f505ded1c7a671267a5efb09bf8ecb6b,4.7.3,4.7.3,4.5.3,501,2019-12-27T02:05:42Z,2020-03-23 06:08:17-07:00,"87,11",False
341,facebook/metro,mixin-deep,fcd01483f505ded1c7a671267a5efb09bf8ecb6b,1.3.2,2.0.1,1.3.2,476,2019-10-29T18:55:32Z,2020-03-23 06:08:17-07:00,"145,18",True
342,facebook/metro,lodash,fcd01483f505ded1c7a671267a5efb09bf8ecb6b,4.17.15,4.17.15,4.17.15,477,2019-10-29T18:55:33Z,2020-03-23 06:08:17-07:00,"145,18",False
343,facebook/metro,lodash.template,fcd01483f505ded1c7a671267a5efb09bf8ecb6b,4.5.0,4.5.0,4.5.0,478,2019-10-29T18:55:33Z,2020-03-23 06:08:17-07:00,"145,18",False
344,facebook/metro,codecov,c6926a9b259c233ab59e9cd63d528248f74eb610,3.6.5,4.0.0-0,3.6.5,520,2020-02-19T18:27:06Z,2020-03-27 06:26:18-07:00,"36,18",True
345,facebook/metro,acorn,fcd01483f505ded1c7a671267a5efb09bf8ecb6b,5.7.4,7.1.1,5.7.4,534,2020-03-18T19:29:05Z,2020-03-23 06:08:17-07:00,"4,17",True
346,facebook/relay,acorn,99765fbc7b1de14c335bf1435b7f8aa8d6952b28,5.7.4,7.1.1,5.7.4,3048,2020-03-14T02:16:37Z,2020-04-24 07:25:26-07:00,"41,12",True
347,fenneclab/hugo-bin,lodash,8a8f1b9639b1b31f8841b059b3ca24181805917b,4.17.14,4.17.14,4.17.14,96,2019-07-11T05:54:33Z,2019-07-14 21:16:44+03:00,"3,12",False
348,finos/perspective,lodash.template,6f5cf72535ce7e35a0ca7855c445f208d08728dd,4.5.0,4.5.0,4.5.0,653,2019-07-12T05:17:50Z,2019-07-12 01:34:37-04:00,"0,0",False
349,finos/perspective,lodash,12fa29a19cab1ed7f2e381809e264dfb87affde1,4.17.13,4.17.14,4.17.13,655,2019-07-12T19:01:08Z,2019-07-14 23:58:53-04:00,"2,8",True
350,finos/perspective,acorn,83f83d17ed974cad41424f6282cd2a97cd5fdee7,6.4.2,8.0.5,6.4.1,974,2020-03-14T01:32:22Z,2021-01-28 00:48:57-05:00,"320,4",False
351,finos/perspective,jquery,83f83d17ed974cad41424f6282cd2a97cd5fdee7,3.5.1,3.5.1,3.5.0,1030,2020-04-30T01:29:45Z,2021-01-28 00:48:57-05:00,"273,4",False
352,flussonic/mse-player,handlebars,0ec7ee5382654c5054dda9df2b44f32fb81f4555,4.7.6,4.7.6,4.5.3,18,2019-12-28T23:54:10Z,2020-04-30 14:42:35+05:00,"123,9",False
353,flussonic/mse-player,acorn,0ec7ee5382654c5054dda9df2b44f32fb81f4555,5.7.4,7.1.1,5.7.4,19,2020-04-04T16:00:41Z,2020-04-30 14:42:35+05:00,"25,17",True
354,folio-org/ui-eholdings,eslint-utils,317f19f4e69f509da9590962ea55c6ab436f9fbf,1.4.2,1.4.2,1.4.2,869,2019-09-13T17:58:37Z,2019-09-17 00:56:14+03:00,"3,3",False
355,fortinet/fortigate-autoscale,eslint-utils,053948e1373611f01ceb0b305c9aa5377dc6028a,1.4.3,2.0.0,1.4.3,7,2019-11-02T01:40:27Z,2020-01-23 12:12:05-08:00,"82,18",True
356,fortinet/fortigate-autoscale,eslint-utils,053948e1373611f01ceb0b305c9aa5377dc6028a,1.4.3,2.0.0,1.4.3,8,2019-11-30T01:05:38Z,2020-01-23 12:12:05-08:00,"54,19",True
357,fortinet/fortigate-autoscale,eslint-utils,4b1ffa5678d7fd40775b3ef5d42a78ef2c7216a1,1.4.3,2.1.0,1.4.3,7,2019-11-02T01:40:27Z,2020-06-25 12:06:23-07:00,"236,17",True
358,fortinet/fortigate-autoscale,eslint-utils,4b1ffa5678d7fd40775b3ef5d42a78ef2c7216a1,1.4.3,2.1.0,1.4.3,8,2019-11-30T01:05:38Z,2020-06-25 12:06:23-07:00,"208,18",True
359,fortinet/fortigate-autoscale,lodash,4b1ffa5678d7fd40775b3ef5d42a78ef2c7216a1,4.17.15,4.17.15,4.17.15,9,2019-11-30T01:05:39Z,2020-06-25 12:06:23-07:00,"208,18",False
360,fortinet/fortigate-autoscale,lodash,4b1ffa5678d7fd40775b3ef5d42a78ef2c7216a1,4.17.15,4.17.15,4.17.15,10,2019-11-30T01:05:40Z,2020-06-25 12:06:23-07:00,"208,18",False
361,fortinet/fortigate-autoscale,lodash,053948e1373611f01ceb0b305c9aa5377dc6028a,4.17.15,4.17.15,4.17.15,9,2019-11-30T01:05:39Z,2020-01-23 12:12:05-08:00,"54,19",False
362,fortinet/fortigate-autoscale,lodash,053948e1373611f01ceb0b305c9aa5377dc6028a,4.17.15,4.17.15,4.17.15,10,2019-11-30T01:05:40Z,2020-01-23 12:12:05-08:00,"54,19",False
363,fortinet/fortigate-autoscale,handlebars,f4279ff880860bf4cc165950dc63213f37a783d5,4.5.3,4.5.3,4.5.3,11,2019-12-29T16:52:28Z,2020-01-02 11:53:12-08:00,"4,3",False
364,fortinet/fortigate-autoscale,handlebars,f4279ff880860bf4cc165950dc63213f37a783d5,4.5.3,4.5.3,4.5.3,12,2019-12-29T20:50:59Z,2020-01-02 11:53:12-08:00,"3,23",False
365,fortinet/fortigate-autoscale,handlebars,f4279ff880860bf4cc165950dc63213f37a783d5,4.5.3,4.5.3,4.5.3,13,2019-12-29T20:51:00Z,2020-01-02 11:53:12-08:00,"3,23",False
366,fortinet/fortigate-autoscale,handlebars,f4279ff880860bf4cc165950dc63213f37a783d5,4.5.3,4.5.3,4.5.3,14,2019-12-29T20:51:07Z,2020-01-02 11:53:12-08:00,"3,23",False
367,fortinet/fortigate-autoscale,handlebars,f4279ff880860bf4cc165950dc63213f37a783d5,4.5.3,4.5.3,4.5.3,15,2019-12-29T20:51:14Z,2020-01-02 11:53:12-08:00,"3,23",False
368,fortinet/fortigate-autoscale,handlebars,f4279ff880860bf4cc165950dc63213f37a783d5,4.5.3,4.5.3,4.5.3,16,2019-12-29T20:51:15Z,2020-01-02 11:53:12-08:00,"3,23",False
369,fortinet/fortigate-autoscale,handlebars,f4279ff880860bf4cc165950dc63213f37a783d5,4.5.3,4.5.3,4.5.3,17,2019-12-29T20:51:30Z,2020-01-02 11:53:12-08:00,"3,23",False
370,fortinet/fortigate-autoscale,acorn,75fa0cd7c555fc0cd59be41a46c037477cae08cd,7.1.1,8.0.1,7.1.1,21,2020-03-14T01:07:03Z,2020-09-22 18:16:19-07:00,"193,0",True
371,fortinet/fortigate-autoscale,acorn,75fa0cd7c555fc0cd59be41a46c037477cae08cd,7.1.1,8.0.1,7.1.1,22,2020-03-14T01:07:30Z,2020-09-22 18:16:19-07:00,"193,0",True
372,fortinet/fortigate-autoscale,acorn,75fa0cd7c555fc0cd59be41a46c037477cae08cd,7.1.1,8.0.1,7.1.1,23,2020-03-14T01:07:34Z,2020-09-22 18:16:19-07:00,"193,0",True
373,fortinet/fortigate-autoscale,acorn,75fa0cd7c555fc0cd59be41a46c037477cae08cd,7.1.1,8.0.1,7.1.1,24,2020-03-14T01:08:19Z,2020-09-22 18:16:19-07:00,"193,0",True
374,fortinet/fortigate-autoscale,acorn,75fa0cd7c555fc0cd59be41a46c037477cae08cd,7.1.1,8.0.1,7.1.1,25,2020-03-14T01:46:56Z,2020-09-22 18:16:19-07:00,"192,23",True
375,fortinet/fortigate-autoscale,acorn,75fa0cd7c555fc0cd59be41a46c037477cae08cd,7.1.1,8.0.1,7.1.1,26,2020-03-14T01:48:23Z,2020-09-22 18:16:19-07:00,"192,23",True
376,fortinet/fortigate-autoscale,acorn,75fa0cd7c555fc0cd59be41a46c037477cae08cd,7.1.1,8.0.1,7.1.1,27,2020-03-14T01:49:55Z,2020-09-22 18:16:19-07:00,"192,23",True
377,fortinet/fortigate-autoscale,acorn,75fa0cd7c555fc0cd59be41a46c037477cae08cd,7.1.1,8.0.1,6.4.1,28,2020-04-05T00:21:14Z,2020-09-22 18:16:19-07:00,"171,0",False
378,fortinet/fortigate-autoscale,acorn,39dd12b0de624584a325f5971b554d4546a1b200,7.1.1,7.1.1,7.1.1,21,2020-03-14T01:07:03Z,2020-04-14 10:16:21-07:00,"31,16",False
379,fortinet/fortigate-autoscale,acorn,39dd12b0de624584a325f5971b554d4546a1b200,7.1.1,7.1.1,7.1.1,22,2020-03-14T01:07:30Z,2020-04-14 10:16:21-07:00,"31,16",False
380,fortinet/fortigate-autoscale,acorn,39dd12b0de624584a325f5971b554d4546a1b200,7.1.1,7.1.1,7.1.1,23,2020-03-14T01:07:34Z,2020-04-14 10:16:21-07:00,"31,16",False
381,fortinet/fortigate-autoscale,acorn,39dd12b0de624584a325f5971b554d4546a1b200,7.1.1,7.1.1,7.1.1,24,2020-03-14T01:08:19Z,2020-04-14 10:16:21-07:00,"31,16",False
382,fortinet/fortigate-autoscale,acorn,39dd12b0de624584a325f5971b554d4546a1b200,7.1.1,7.1.1,7.1.1,25,2020-03-14T01:46:56Z,2020-04-14 10:16:21-07:00,"31,15",False
383,fortinet/fortigate-autoscale,acorn,39dd12b0de624584a325f5971b554d4546a1b200,7.1.1,7.1.1,7.1.1,26,2020-03-14T01:48:23Z,2020-04-14 10:16:21-07:00,"31,15",False
384,fortinet/fortigate-autoscale,acorn,39dd12b0de624584a325f5971b554d4546a1b200,7.1.1,7.1.1,7.1.1,27,2020-03-14T01:49:55Z,2020-04-14 10:16:21-07:00,"31,15",False
385,fortinet/fortigate-autoscale,acorn,39dd12b0de624584a325f5971b554d4546a1b200,7.1.1,7.1.1,6.4.1,28,2020-04-05T00:21:14Z,2020-04-14 10:16:21-07:00,"9,16",False
386,fortinet/fortigate-autoscale,acorn,4b1ffa5678d7fd40775b3ef5d42a78ef2c7216a,7.1.1,7.3.1,7.1.1,21,2020-03-14T01:07:03Z,2020-06-25 12:06:23-07:00,"103,17",True
